DATE,TIME,LINK,CURRENCY,IMPACT,DESCRIPTION,DETAIL,ACTUAL,FORECAST,PREVIOUS,GRAPH
Tue May 7,1:45pm,,CHF,Low Impact Expected,Unemployment Rate,,2.3%,2.3%,2.3%,
Tue May 7,2:00pm,,EUR,Low Impact Expected,German Factory Orders m/m,,-0.4%,0.4%,Revised from 0.2%,
Tue May 7,2:00pm,,EUR,Low Impact Expected,German Trade Balance,,22.3B,22.4B,21.4B,
Tue May 7,2:00pm,,GBP,Low Impact Expected,Halifax HPI m/m,,0.1%,0.2%,Revised from -1.0%,
Tue May 7,2:45pm,,EUR,Low Impact Expected,French Prelim Private Payrolls q/q,,0.2%,0.0%,Revised from 0.0%,
Tue May 7,2:45pm,,EUR,Low Impact Expected,French Trade Balance,,-5.5B,-5.0B,Revised from -5.2B,
Tue May 7,3:00pm,,CHF,Low Impact Expected,Foreign Currency Reserves,,720B,,Revised from 715B,
Tue May 7,4:30pm,,GBP,Medium Impact Expected,Construction PMI,,53.0,50.4,50.2,
Tue May 7,5:00pm,,EUR,Low Impact Expected,Retail Sales m/m,,0.8%,0.6%,Revised from -0.5%,
Tue May 7,10:00pm,,CAD,Medium Impact Expected,Ivey PMI,,63.0,58.1,57.5,
Tue May 7,10:00pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Tue May 7,10:06pm,,USD,Low Impact Expected,RCM/TIPP Economic Optimism,,41.8,44.1,43.2,
Tue May 7,10:56pm,,NZD,Low Impact Expected,GDT Price Index,,1.8%,,0.1%,
Tue May 7,11:30pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Mon May 6,All Day,,JPY,Non-Economic,Bank Holiday,,,,,
Mon May 6,9:00am,,AUD,Low Impact Expected,MI Inflation Gauge m/m,,0.1%,,0.1%,
Mon May 6,9:00am,,NZD,Low Impact Expected,ANZ Commodity Prices m/m,,0.5%,,-1.3%,
Mon May 6,9:30am,,AUD,Low Impact Expected,ANZ Job Advertisements m/m,,2.8%,,-1.0%,
Mon May 6,9:45am,,CNY,Low Impact Expected,Caixin Services PMI,,52.5,52.5,52.7,
Mon May 6,3:00pm,,EUR,Low Impact Expected,Spanish Unemployment Change,,-60.5K,-74.5K,-33.4K,
Mon May 6,All Day,,GBP,Non-Economic,Bank Holiday,,,,,
Mon May 6,3:15pm,,EUR,Low Impact Expected,Spanish Services PMI,,56.2,56.0,56.1,
Mon May 6,3:45pm,,EUR,Low Impact Expected,Italian Services PMI,,54.3,54.7,54.6,
Mon May 6,3:50pm,,EUR,Low Impact Expected,French Final Services PMI,,51.3,50.5,50.5,
Mon May 6,3:55pm,,EUR,Low Impact Expected,German Final Services PMI,,53.2,53.3,53.3,
Mon May 6,4:00pm,,EUR,Low Impact Expected,Final Services PMI,,53.3,52.9,52.9,
Mon May 6,4:30pm,,EUR,Low Impact Expected,Sentix Investor Confidence,,-3.6,-4.8,-5.9,
Mon May 6,5:00pm,,EUR,Low Impact Expected,PPI m/m,,-0.4%,-0.4%,Revised from -1.0%,
Mon May 6,7:30pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Mon May 6,8:25pm,,CHF,Medium Impact Expected,SNB Chairman Jordan Speaks,,,,,
Fri May 3,All Day,,JPY,Non-Economic,Bank Holiday,,,,,
Fri May 3,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Fri May 3,2:45pm,,EUR,Low Impact Expected,French Gov Budget Balance,,-52.8B,,-44.0B,
Fri May 3,2:45pm,,EUR,Low Impact Expected,French Industrial Production m/m,,-0.3%,0.3%,0.2%,
Fri May 3,4:00pm,,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,,7.2%,7.5%,Revised from 7.5%,
Fri May 3,4:30pm,,GBP,Low Impact Expected,Final Services PMI,,55.0,54.9,54.9,
Fri May 3,5:00pm,,EUR,Low Impact Expected,Unemployment Rate,,6.5%,6.5%,6.5%,
Fri May 3,8:30pm,,USD,High Impact Expected,Average Hourly Earnings m/m,,0.2%,0.3%,0.3%,
Fri May 3,8:30pm,,USD,High Impact Expected,Non-Farm Employment Change,,175K,238K,Revised from 303K,
Fri May 3,8:30pm,,USD,High Impact Expected,Unemployment Rate,,3.9%,3.8%,3.8%,
Fri May 3,9:45pm,,USD,Medium Impact Expected,Final Services PMI,,51.3,50.9,50.9,
Fri May 3,9:45pm,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Fri May 3,10:00pm,,USD,High Impact Expected,ISM Services PMI,,49.4,52.0,51.4,
Thu May 2,2:00am,,USD,High Impact Expected,Federal Funds Rate,,5.50%,5.50%,5.50%,
Thu May 2,2:00am,,USD,High Impact Expected,FOMC Statement,,,,,
Thu May 2,2:30am,,USD,High Impact Expected,FOMC Press Conference,,,,,
Thu May 2,4:15am,,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,,
Thu May 2,6:45am,,NZD,Low Impact Expected,Building Consents m/m,,-0.2%,,Revised from 14.9%,
Thu May 2,7:50am,,JPY,Low Impact Expected,Monetary Base y/y,,2.1%,1.7%,1.6%,
Thu May 2,7:50am,,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,,,
Thu May 2,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Thu May 2,9:30am,,AUD,Low Impact Expected,Building Approvals m/m,,1.9%,3.5%,Revised from -1.9%,
Thu May 2,9:30am,,AUD,Low Impact Expected,Goods Trade Balance,,5.02B,7.19B,Revised from 7.28B,
Thu May 2,12:59pm,,JPY,Low Impact Expected,Consumer Confidence,,38.3,39.7,39.5,
Thu May 2,2:30pm,,CHF,High Impact Expected,CPI m/m,,0.3%,0.1%,0.0%,
Thu May 2,2:30pm,,CHF,Low Impact Expected,Retail Sales y/y,,-0.1%,0.2%,Revised from -0.2%,
Thu May 2,3:15pm,,EUR,Low Impact Expected,Spanish Manufacturing PMI,,52.2,51.3,51.4,
Thu May 2,3:30pm,,CHF,Low Impact Expected,Manufacturing PMI,,41.4,45.5,45.2,
Thu May 2,3:45pm,,EUR,Low Impact Expected,Italian Manufacturing PMI,,47.3,50.3,50.4,
Thu May 2,3:50pm,,EUR,Low Impact Expected,French Final Manufacturing PMI,,45.3,44.9,44.9,
Thu May 2,3:55pm,,EUR,Low Impact Expected,German Final Manufacturing PMI,,42.5,42.2,42.2,
Thu May 2,4:00pm,,EUR,Low Impact Expected,Final Manufacturing PMI,,45.7,45.6,45.6,
Thu May 2,4:58pm,,EUR,Low Impact Expected,French 10-y Bond Auction,,3.03|2.2,,2.87|1.9,
Thu May 2,7:30pm,,USD,Low Impact Expected,Challenger Job Cuts y/y,,-3.3%,,0.7%,
Thu May 2,8:30pm,,CAD,Low Impact Expected,Trade Balance,,-2.3B,1.1B,Revised from 1.4B,
Thu May 2,8:30pm,,USD,High Impact Expected,Unemployment Claims,,208K,212K,Revised from 207K,
Thu May 2,8:30pm,,USD,Low Impact Expected,Prelim Nonfarm Productivity q/q,,0.3%,0.8%,Revised from 3.2%,
Thu May 2,8:30pm,,USD,Low Impact Expected,Prelim Unit Labor Costs q/q,,4.7%,3.6%,Revised from 0.5%,
Thu May 2,8:30pm,,USD,Low Impact Expected,Trade Balance,,-69.4B,-69.5B,Revised from -68.9B,
Thu May 2,8:45pm,,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,,
Thu May 2,10:00pm,,USD,Low Impact Expected,Factory Orders m/m,,1.6%,1.6%,Revised from 1.4%,
Thu May 2,10:30pm,,USD,Low Impact Expected,Natural Gas Storage,,59B,68B,92B,
Wed May 1,4:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed May 1,5:00am,,NZD,Low Impact Expected,RBNZ Financial Stability Report,,,,,
Wed May 1,6:45am,,NZD,High Impact Expected,Employment Change q/q,,-0.2%,0.3%,0.4%,
Wed May 1,6:45am,,NZD,High Impact Expected,Unemployment Rate,,4.3%,4.3%,4.0%,
Wed May 1,6:45am,,NZD,Low Impact Expected,Labor Cost Index q/q,,0.8%,0.8%,1.0%,
Wed May 1,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Wed May 1,8:30am,,JPY,Low Impact Expected,Final Manufacturing PMI,,49.6,49.9,49.9,
Wed May 1,9:00am,,NZD,Medium Impact Expected,RBNZ Gov Orr Speaks,,,,,
Wed May 1,All Day,,CHF,Non-Economic,Bank Holiday,,,,,
Wed May 1,2:00pm,,GBP,Low Impact Expected,Nationwide HPI m/m,,-0.4%,0.1%,-0.2%,
Wed May 1,All Day,,EUR,Non-Economic,French Bank Holiday,,,,,
Wed May 1,All Day,,EUR,Non-Economic,German Bank Holiday,,,,,
Wed May 1,All Day,,EUR,Non-Economic,Italian Bank Holiday,,,,,
Wed May 1,2:30pm,,AUD,Low Impact Expected,Commodity Prices y/y,,-11.6%,,Revised from -15.3%,
Wed May 1,4:30pm,,GBP,Low Impact Expected,Final Manufacturing PMI,,49.1,48.7,48.7,
Wed May 1,5:03pm,,GBP,Low Impact Expected,10-y Bond Auction,,4.37|3.1,,4.01|3.3,
Wed May 1,8:15pm,,USD,High Impact Expected,ADP Non-Farm Employment Change,,192K,179K,Revised from 184K,
Wed May 1,9:30pm,,CAD,Low Impact Expected,Manufacturing PMI,,49.4,,49.8,
Wed May 1,9:45pm,,USD,High Impact Expected,Final Manufacturing PMI,,50.0,49.9,49.9,
Wed May 1,10:00pm,,USD,High Impact Expected,ISM Manufacturing PMI,,49.2,50.0,50.3,
Wed May 1,10:00pm,,USD,High Impact Expected,JOLTS Job Openings,,8.49M,8.68M,Revised from 8.76M,
Wed May 1,10:00pm,,USD,Medium Impact Expected,ISM Manufacturing Prices,,60.9,55.5,55.8,
Wed May 1,10:00pm,,USD,Low Impact Expected,Construction Spending m/m,,-0.2%,0.3%,Revised from -0.3%,
Wed May 1,All Day,,USD,Low Impact Expected,Wards Total Vehicle Sales,,15.7M,15.7M,15.5M,
Wed May 1,10:30pm,,USD,Low Impact Expected,Crude Oil Inventories,,7.3M,-2.3M,-6.4M,
Tue Apr 30,7:01am,,GBP,Low Impact Expected,BRC Shop Price Index y/y,,0.8%,,1.3%,
Tue Apr 30,7:30am,,JPY,Low Impact Expected,Unemployment Rate,,2.6%,2.5%,2.6%,
Tue Apr 30,7:50am,,JPY,Low Impact Expected,Prelim Industrial Production m/m,,3.8%,3.4%,Revised from -0.1%,
Tue Apr 30,7:50am,,JPY,Low Impact Expected,Retail Sales y/y,,1.2%,2.5%,Revised from 4.6%,
Tue Apr 30,9:00am,,NZD,Medium Impact Expected,ANZ Business Confidence,,14.9,,22.9,
Tue Apr 30,9:30am,,AUD,Medium Impact Expected,Retail Sales m/m,,-0.4%,0.2%,Revised from 0.3%,
Tue Apr 30,9:30am,,AUD,Low Impact Expected,Private Sector Credit m/m,,0.3%,0.4%,0.5%,
Tue Apr 30,9:30am,,CNY,High Impact Expected,Manufacturing PMI,,50.4,50.3,50.8,
Tue Apr 30,9:30am,,CNY,Medium Impact Expected,Non-Manufacturing PMI,,51.2,52.3,53.0,
Tue Apr 30,9:45am,,CNY,Low Impact Expected,Caixin Manufacturing PMI,,51.4,51.0,51.1,
Tue Apr 30,1:00pm,,JPY,Low Impact Expected,Housing Starts y/y,,-12.8%,-7.6%,-8.2%,
Tue Apr 30,1:30pm,,EUR,Low Impact Expected,French Consumer Spending m/m,,0.4%,0.2%,Revised from 0.0%,
Tue Apr 30,1:30pm,,EUR,Low Impact Expected,French Flash GDP q/q,,0.2%,0.1%,Revised from 0.0%,
Tue Apr 30,2:00pm,,EUR,Low Impact Expected,German Import Prices m/m,,0.4%,0.1%,-0.2%,
Tue Apr 30,2:00pm,,EUR,Low Impact Expected,German Retail Sales m/m,,1.8%,1.3%,-1.9%,
Tue Apr 30,2:45pm,,EUR,Low Impact Expected,French Prelim CPI m/m,,0.5%,0.5%,0.2%,
Tue Apr 30,3:00pm,,CHF,Low Impact Expected,KOF Economic Barometer,,101.8,102.1,Revised from 101.5,
Tue Apr 30,3:00pm,,EUR,Low Impact Expected,Spanish Flash GDP q/q,,0.7%,0.4%,Revised from 0.6%,
Tue Apr 30,3:55pm,,EUR,Low Impact Expected,German Unemployment Change,,10K,7K,Revised from 4K,
Tue Apr 30,4:00pm,,EUR,Low Impact Expected,Italian Prelim GDP q/q,,0.3%,0.1%,Revised from 0.2%,
Tue Apr 30,4:00pm,,EUR,Low Impact Expected,German Prelim GDP q/q,,0.2%,0.1%,Revised from -0.3%,
Tue Apr 30,4:30pm,,GBP,Low Impact Expected,M4 Money Supply m/m,,0.7%,0.4%,Revised from 0.5%,
Tue Apr 30,4:30pm,,GBP,Low Impact Expected,Mortgage Approvals,,61K,61K,60K,
Tue Apr 30,4:30pm,,GBP,Low Impact Expected,Net Lending to Individuals m/m,,1.8B,1.7B,Revised from 2.9B,
Tue Apr 30,5:00pm,,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,,2.7%,2.6%,2.9%,
Tue Apr 30,5:00pm,,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,2.4%,2.4%,2.4%,
Tue Apr 30,5:00pm,,EUR,Low Impact Expected,Italian Prelim CPI m/m,,0.2%,0.3%,Revised from 0.1%,
Tue Apr 30,5:00pm,,EUR,Low Impact Expected,Prelim Flash GDP q/q,,0.3%,0.1%,0.0%,
Tue Apr 30,8:30pm,,CAD,High Impact Expected,GDP m/m,,0.2%,0.3%,Revised from 0.6%,
Tue Apr 30,8:30pm,,USD,High Impact Expected,Employment Cost Index q/q,,1.2%,1.0%,0.9%,
Tue Apr 30,9:00pm,,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,,7.3%,6.7%,6.6%,
Tue Apr 30,9:00pm,,USD,Low Impact Expected,HPI m/m,,1.2%,0.1%,-0.1%,
Tue Apr 30,9:45pm,,USD,Medium Impact Expected,Chicago PMI,,37.9,44.9,41.4,
Tue Apr 30,10:00pm,,USD,High Impact Expected,CB Consumer Confidence,,97.0,104.0,Revised from 104.7,
Mon Apr 29,All Day,,JPY,Non-Economic,Bank Holiday,,,,,
Mon Apr 29,All Day,,EUR,High Impact Expected,German Prelim CPI m/m,,0.5%,0.6%,0.4%,
Mon Apr 29,3:00pm,,EUR,Medium Impact Expected,Spanish Flash CPI y/y,,3.3%,3.4%,3.2%,
Mon Apr 29,5:13pm,,EUR,Low Impact Expected,Italian 10-y Bond Auction,,3.86|1.3,,3.67|1.4,
Fri Apr 26,7:01am,,GBP,Low Impact Expected,GfK Consumer Confidence,,-19,-20,-21,
Fri Apr 26,7:30am,,JPY,Medium Impact Expected,Tokyo Core CPI y/y,,1.6%,2.2%,2.4%,
Fri Apr 26,9:30am,,AUD,Low Impact Expected,Import Prices q/q,,-1.8%,0.1%,1.1%,
Fri Apr 26,9:30am,,AUD,Low Impact Expected,PPI q/q,,0.9%,0.9%,0.9%,
Fri Apr 26,11:22am,,JPY,High Impact Expected,BOJ Outlook Report,,,,,
Fri Apr 26,11:22am,,JPY,High Impact Expected,BOJ Policy Rate,,<0.10%,<0.10%,<0.10%,
Fri Apr 26,11:22am,,JPY,High Impact Expected,Monetary Policy Statement,,,,,
Fri Apr 26,2:30pm,,JPY,High Impact Expected,BOJ Press Conference,,,,,
Fri Apr 26,3:00pm,,EUR,Low Impact Expected,Spanish Unemployment Rate,,12.3%,11.8%,11.8%,
Fri Apr 26,4:00pm,,CHF,Medium Impact Expected,SNB Chairman Jordan Speaks,,,,,
Fri Apr 26,4:00pm,,EUR,Low Impact Expected,M3 Money Supply y/y,,0.9%,0.5%,0.4%,
Fri Apr 26,4:00pm,,EUR,Low Impact Expected,Private Loans y/y,,0.2%,0.3%,0.3%,
Fri Apr 26,8:30pm,,USD,High Impact Expected,Core PCE Price Index m/m,,0.3%,0.3%,0.3%,
Fri Apr 26,8:30pm,,USD,Low Impact Expected,Personal Income m/m,,0.5%,0.5%,0.3%,
Fri Apr 26,8:30pm,,USD,Low Impact Expected,Personal Spending m/m,,0.8%,0.6%,0.8%,
Fri Apr 26,10:00pm,,USD,High Impact Expected,Revised UoM Consumer Sentiment,,77.2,77.9,77.9,
Fri Apr 26,10:00pm,,USD,Low Impact Expected,Revised UoM Inflation Expectations,,3.2%,,3.1%,
Thu Apr 25,1:30am,,CAD,Low Impact Expected,BOC Summary of Deliberations,,,,,
Thu Apr 25,All Day,,NZD,Non-Economic,Bank Holiday,,,,,
Thu Apr 25,All Day,,AUD,Non-Economic,Bank Holiday,,,,,
Thu Apr 25,2:00pm,,EUR,Low Impact Expected,German GfK Consumer Climate,,-24.2,-25.9,Revised from -27.4,
Thu Apr 25,All Day,,EUR,Non-Economic,Italian Bank Holiday,,,,,
Thu Apr 25,4:00pm,,EUR,Low Impact Expected,ECB Economic Bulletin,,,,,
Thu Apr 25,6:00pm,,GBP,Low Impact Expected,CBI Realized Sales,,-44,-2,2,
Thu Apr 25,8:30pm,,USD,High Impact Expected,Advance GDP q/q,,1.6%,2.5%,Revised from 3.3%,
Thu Apr 25,8:30pm,,USD,High Impact Expected,Unemployment Claims,,207K,214K,212K,
Thu Apr 25,8:30pm,,USD,Medium Impact Expected,Advance GDP Price Index q/q,,3.1%,3.0%,Revised from 1.5%,
Thu Apr 25,8:30pm,,USD,Low Impact Expected,Goods Trade Balance,,-91.8B,-91.1B,Revised from -91.8B,
Thu Apr 25,8:30pm,,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,,-0.4%,0.2%,Revised from 0.5%,
Thu Apr 25,10:00pm,,USD,High Impact Expected,Pending Home Sales m/m,,3.4%,0.3%,1.6%,
Thu Apr 25,10:30pm,,USD,Low Impact Expected,Natural Gas Storage,,92B,87B,50B,
Thu Apr 25,11:15pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Wed Apr 24,4:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Apr 24,6:45am,,NZD,Low Impact Expected,Trade Balance,,588M,-505M,Revised from -218M,
Wed Apr 24,7:50am,,JPY,Low Impact Expected,SPPI y/y,,2.3%,2.1%,Revised from 2.1%,
Wed Apr 24,9:30am,,AUD,High Impact Expected,CPI q/q,,1.0%,0.8%,0.6%,
Wed Apr 24,9:30am,,AUD,High Impact Expected,CPI y/y,,3.5%,3.4%,3.4%,
Wed Apr 24,9:30am,,AUD,High Impact Expected,Trimmed Mean CPI q/q,,1.0%,0.8%,0.8%,
Wed Apr 24,3:00pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Wed Apr 24,4:00pm,,CHF,Low Impact Expected,UBS Economic Expectations,,17.6,,11.5,
Wed Apr 24,4:00pm,,EUR,Medium Impact Expected,German ifo Business Climate,,89.4,88.9,Revised from 87.8,
Wed Apr 24,5:33pm,,EUR,Low Impact Expected,German 10-y Bond Auction,,2.54|2.5,,2.38|2.0,
Wed Apr 24,6:00pm,,GBP,Low Impact Expected,CBI Industrial Order Expectations,,-23,-16,-18,
Wed Apr 24,8:30pm,,CAD,Medium Impact Expected,Core Retail Sales m/m,,-0.3%,0.0%,Revised from 0.5%,
Wed Apr 24,8:30pm,,CAD,Medium Impact Expected,Retail Sales m/m,,-0.1%,0.1%,-0.3%,
Wed Apr 24,8:30pm,,USD,Medium Impact Expected,Core Durable Goods Orders m/m,,0.2%,0.3%,Revised from 0.5%,
Wed Apr 24,8:30pm,,USD,Medium Impact Expected,Durable Goods Orders m/m,,2.6%,2.5%,Revised from 1.4%,
Wed Apr 24,8:55pm,,EUR,Low Impact Expected,Belgian NBB Business Climate,,-11.9,-9.6,-10.4,
Wed Apr 24,9:00pm,,CNY,Low Impact Expected,CB Leading Index m/m,,-0.2%,,Revised from -0.1%,
Wed Apr 24,10:30pm,,USD,Low Impact Expected,Crude Oil Inventories,,-6.4M,1.6M,2.7M,
Tue Apr 23,7:00am,,AUD,Low Impact Expected,Flash Manufacturing PMI,,49.9,,Revised from 46.8,
Tue Apr 23,7:00am,,AUD,Low Impact Expected,Flash Services PMI,,54.2,,Revised from 53.5,
Tue Apr 23,8:30am,,JPY,Low Impact Expected,Flash Manufacturing PMI,,49.9,48.0,48.2,
Tue Apr 23,1:00pm,,JPY,Low Impact Expected,BOJ Core CPI y/y,,2.2%,2.3%,2.3%,
Tue Apr 23,2:00pm,,GBP,Low Impact Expected,Public Sector Net Borrowing,,11.0B,8.9B,Revised from 7.5B,
Tue Apr 23,3:15pm,,EUR,High Impact Expected,French Flash Manufacturing PMI,,44.9,46.9,Revised from 45.8,
Tue Apr 23,3:15pm,,EUR,High Impact Expected,French Flash Services PMI,,50.5,48.9,Revised from 47.8,
Tue Apr 23,3:30pm,,EUR,High Impact Expected,German Flash Manufacturing PMI,,42.2,42.8,Revised from 41.6,
Tue Apr 23,3:30pm,,EUR,High Impact Expected,German Flash Services PMI,,53.3,50.6,Revised from 49.8,
Tue Apr 23,4:00pm,,EUR,Medium Impact Expected,Flash Manufacturing PMI,,45.6,46.5,Revised from 45.7,
Tue Apr 23,4:00pm,,EUR,Medium Impact Expected,Flash Services PMI,,52.9,51.8,Revised from 51.1,
Tue Apr 23,4:00pm,,GBP,Low Impact Expected,MPC Member Haskel Speaks,,,,,
Tue Apr 23,4:30pm,,GBP,High Impact Expected,Flash Manufacturing PMI,,48.7,50.3,Revised from 49.9,
Tue Apr 23,4:30pm,,GBP,High Impact Expected,Flash Services PMI,,54.9,53.0,Revised from 53.4,
Tue Apr 23,7:15pm,,GBP,Low Impact Expected,MPC Member Pill Speaks,,,,,
Tue Apr 23,8:30pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Tue Apr 23,9:45pm,,USD,High Impact Expected,Flash Manufacturing PMI,,49.9,52.0,Revised from 52.5,
Tue Apr 23,9:45pm,,USD,High Impact Expected,Flash Services PMI,,50.9,52.0,51.7,
Tue Apr 23,9:59pm,,USD,Medium Impact Expected,Richmond Manufacturing Index,,-7,-7,-11,
Tue Apr 23,10:00pm,,USD,Medium Impact Expected,New Home Sales,,693K,668K,Revised from 662K,
Mon Apr 22,7:01am,,GBP,Low Impact Expected,Rightmove HPI m/m,,1.1%,,1.5%,
Mon Apr 22,9:15am,,CNY,Medium Impact Expected,1-y Loan Prime Rate,,3.45%,3.45%,3.45%,
Mon Apr 22,9:15am,,CNY,Medium Impact Expected,5-y Loan Prime Rate,,3.95%,3.95%,3.95%,
Mon Apr 22,11:00am,,NZD,Low Impact Expected,Credit Card Spending y/y,,1.4%,,Revised from 2.2%,
Mon Apr 22,8:30pm,,CAD,Low Impact Expected,IPPI m/m,,0.8%,0.8%,Revised from 0.7%,
Mon Apr 22,8:30pm,,CAD,Low Impact Expected,NHPI m/m,,0.0%,0.1%,0.1%,
Mon Apr 22,8:30pm,,CAD,Low Impact Expected,RMPI m/m,,4.7%,2.9%,2.1%,
Mon Apr 22,10:00pm,,EUR,Low Impact Expected,Consumer Confidence,,-15,-14,-15,
Mon Apr 22,11:30pm,,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,,
Fri Apr 19,12:00am,,CHF,Low Impact Expected,Gov Board Member Martin Speaks,,,,,
Fri Apr 19,5:45am,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Fri Apr 19,7:30am,,JPY,Low Impact Expected,National Core CPI y/y,,2.6%,2.7%,2.8%,
Fri Apr 19,2:00pm,,EUR,Low Impact Expected,German PPI m/m,,0.2%,0.0%,-0.4%,
Fri Apr 19,2:00pm,,GBP,High Impact Expected,Retail Sales m/m,,0.0%,0.3%,Revised from 0.0%,
Fri Apr 19,5:10pm,,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,,-26.1%,,-19.9%,
Fri Apr 19,10:15pm,,GBP,Low Impact Expected,MPC Member Breeden Speaks,,,,,
Fri Apr 19,10:15pm,,GBP,Low Impact Expected,MPC Member Ramsden Speaks,,,,,
Fri Apr 19,Day 5,,All,Low Impact Expected,IMF Meetings,,,,,
Thu Apr 18,12:00am,,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,,
Thu Apr 18,2:00am,,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,,
Thu Apr 18,2:00am,,GBP,Low Impact Expected,MPC Member Haskel Speaks,,,,,
Thu Apr 18,2:00am,,USD,Low Impact Expected,Beige Book,,,,,
Thu Apr 18,4:00am,,USD,Low Impact Expected,TIC Long-Term Purchases,,71.5B,40.2B,Revised from 36.1B,
Thu Apr 18,5:30am,,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,,,
Thu Apr 18,6:30am,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Thu Apr 18,9:30am,,AUD,High Impact Expected,Employment Change,,-6.6K,7.2K,Revised from 116.5K,
Thu Apr 18,9:30am,,AUD,High Impact Expected,Unemployment Rate,,3.8%,3.9%,3.7%,
Thu Apr 18,9:30am,,AUD,Low Impact Expected,NAB Quarterly Business Confidence,,-2,,-6,
Thu Apr 18,9:30am,,AUD,Low Impact Expected,RBA Bulletin,,,,,
Thu Apr 18,12:30pm,,JPY,Low Impact Expected,Tertiary Industry Activity m/m,,1.5%,0.4%,Revised from 0.3%,
Thu Apr 18,2:00pm,,CHF,Low Impact Expected,Trade Balance,,3.54B,3.22B,Revised from 3.66B,
Thu Apr 18,4:00pm,,EUR,Low Impact Expected,Current Account,,29.5B,45.2B,Revised from 39.4B,
Thu Apr 18,4:45pm,,EUR,Low Impact Expected,Spanish 10-y Bond Auction,,3.25|1.8,,3.19|1.8,
Thu Apr 18,6:00pm,,EUR,Low Impact Expected,German Buba Monthly Report,,,,,
Thu Apr 18,8:00pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Thu Apr 18,8:30pm,,USD,High Impact Expected,Unemployment Claims,,212K,215K,Revised from 211K,
Thu Apr 18,8:30pm,,USD,Medium Impact Expected,Philly Fed Manufacturing Index,,15.5,1.5,3.2,
Thu Apr 18,9:05pm,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Thu Apr 18,9:15pm,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Thu Apr 18,9:15pm,,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,,
Thu Apr 18,10:00pm,,USD,Medium Impact Expected,Existing Home Sales,,4.19M,4.20M,4.38M,
Thu Apr 18,10:00pm,,USD,Low Impact Expected,CB Leading Index m/m,,-0.3%,-0.1%,Revised from 0.1%,
Thu Apr 18,Day 4,,All,Low Impact Expected,IMF Meetings,,,,,
Thu Apr 18,10:30pm,,USD,Low Impact Expected,Natural Gas Storage,,50B,54B,24B,
Thu Apr 18,11:00pm,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Wed Apr 17,12:30am,,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,,
Wed Apr 17,1:00am,,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,,
Wed Apr 17,1:00am,,USD,Medium Impact Expected,FOMC Member Barkin Speaks,,,,,
Wed Apr 17,1:15am,,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,,
Wed Apr 17,1:15am,,USD,High Impact Expected,Fed Chair Powell Speaks,,,,,
Wed Apr 17,4:00am,,CAD,Low Impact Expected,Annual Budget Release,,,,,
Wed Apr 17,4:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Apr 17,6:45am,,NZD,High Impact Expected,CPI q/q,,0.6%,0.6%,0.5%,
Wed Apr 17,7:50am,,JPY,Low Impact Expected,Trade Balance,,-0.70T,-0.30T,Revised from -0.45T,
Wed Apr 17,8:30am,,AUD,Low Impact Expected,MI Leading Index m/m,,-0.1%,,0.1%,
Wed Apr 17,2:00pm,,GBP,High Impact Expected,CPI y/y,,3.2%,3.1%,3.4%,
Wed Apr 17,2:00pm,,GBP,Low Impact Expected,Core CPI y/y,,4.2%,4.1%,4.5%,
